##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRR292770_2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5102041
Total Bases	250 Mbp
Sequences flagged as poor quality	0
Sequence length	49
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.753025504891085	39.0	38.0	39.0	35.0	39.0
2	37.506666841759994	39.0	37.0	39.0	35.0	39.0
3	37.450197871792874	39.0	37.0	39.0	35.0	39.0
4	37.42270789278252	39.0	37.0	39.0	34.0	39.0
5	37.43324112840332	39.0	37.0	39.0	35.0	39.0
6	37.4529334436944	39.0	37.0	39.0	35.0	39.0
7	37.3938304298221	39.0	37.0	39.0	34.0	39.0
8	37.34146354370731	39.0	37.0	39.0	34.0	39.0
9	37.26025094663097	39.0	37.0	39.0	34.0	39.0
10	37.26042636662465	39.0	37.0	39.0	34.0	39.0
11	37.17484963370541	39.0	37.0	39.0	34.0	39.0
12	37.09056454073968	39.0	37.0	39.0	33.0	39.0
13	37.02985785492512	39.0	36.0	39.0	33.0	39.0
14	36.944578649995165	39.0	36.0	39.0	33.0	39.0
15	36.875263840490504	39.0	36.0	39.0	33.0	39.0
16	36.80000199919993	38.0	36.0	39.0	33.0	39.0
17	36.665699864034806	38.0	36.0	39.0	33.0	39.0
18	36.789733755569586	38.0	36.0	39.0	33.0	39.0
19	36.767269020378315	38.0	36.0	39.0	33.0	39.0
20	36.72470664191056	38.0	36.0	39.0	33.0	39.0
21	36.72986536172485	38.0	36.0	39.0	33.0	39.0
22	36.65301082449161	38.0	36.0	39.0	33.0	39.0
23	36.621608685622085	38.0	36.0	39.0	32.0	39.0
24	36.618012085751566	38.0	36.0	39.0	32.0	39.0
25	36.56151724378538	38.0	36.0	39.0	32.0	39.0
26	36.59963845841302	38.0	36.0	39.0	32.0	39.0
27	36.52301245717155	38.0	36.0	39.0	32.0	39.0
28	36.43987553216448	38.0	36.0	39.0	32.0	39.0
29	36.36437731488242	38.0	36.0	39.0	31.0	39.0
30	36.31407195669341	38.0	36.0	39.0	31.0	39.0
31	36.29175814149671	38.0	36.0	39.0	31.0	39.0
32	36.204359784643046	38.0	36.0	39.0	31.0	39.0
33	36.1357194111141	38.0	35.0	39.0	31.0	39.0
34	36.03824861462305	38.0	35.0	39.0	31.0	39.0
35	35.98547444052292	37.0	35.0	39.0	31.0	39.0
36	35.8963361917319	37.0	35.0	39.0	30.0	39.0
37	35.7273222618164	37.0	35.0	39.0	30.0	39.0
38	35.655722680393986	37.0	35.0	39.0	30.0	39.0
39	35.48120075867677	37.0	34.0	39.0	29.0	39.0
40	35.40792694531463	37.0	34.0	39.0	29.0	39.0
41	35.485562934519734	37.0	35.0	39.0	29.0	39.0
42	35.30486564102484	37.0	34.0	39.0	29.0	39.0
43	35.21437969628233	37.0	34.0	39.0	29.0	39.0
44	35.12544469948399	37.0	34.0	39.0	29.0	39.0
45	35.108948164077866	37.0	34.0	39.0	29.0	39.0
46	35.26273583454151	37.0	34.0	39.0	29.0	39.0
47	34.914333107084005	37.0	33.0	39.0	28.0	39.0
48	34.792029111486954	36.0	33.0	39.0	28.0	39.0
49	34.73251861362933	36.0	33.0	39.0	28.0	39.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.15474732779347988
1101	2	0.13738141969599837
1101	3	0.22676150207946932
1101	4	0.1723384852758798
1101	5	0.2144856355328315
1101	6	0.17062056436852657
1101	7	0.17795467124470576
1101	8	0.153309073621557
1101	9	0.23245762964207017
1101	10	0.16186971476451362
1101	11	0.14810336825359371
1101	12	0.1240346305479747
1101	13	0.11014711414949119
1101	14	0.19046974725176824
1101	15	0.1383234201952206
1101	16	0.2020050408849059
1101	17	0.1632817413190608
1101	18	0.1852542899988876
1101	19	0.12362877856241283
1101	20	0.16704889762141306
1101	21	0.13787665257572712
1101	22	0.19635157104815448
1101	23	0.16857173745275844
1101	24	0.09789875182922003
1101	25	0.21133719436183185
1101	26	0.13105069398966407
1101	27	0.15335345032707437
1101	28	0.18206923869762193
1101	29	0.19945604963741204
1101	30	0.153927796345684
1101	31	0.1598053274086766
1101	32	0.15398546608120967
1101	33	0.1675965082507176
1101	34	0.13161125422475095
1101	35	0.18418003606267774
1101	36	0.09459651307268047
1101	37	0.16318738736185168
1101	38	0.1563797171136514
1101	39	0.10879226812600251
1101	40	0.21024305776403907
1101	41	0.1407557603204168
1101	42	0.20413791909714973
1101	43	0.20805059702627915
1101	44	0.23786132726729647
1101	45	0.27498208789654655
1101	46	0.22628256684916437
1101	47	0.21200432367040634
1101	48	0.12783449351432097
1101	49	0.25752012324235807
1102	1	0.11517093972069858
1102	2	0.14675393503029
1102	3	0.07723391557736647
1102	4	0.10101182731585112
1102	5	0.05907760261998618
1102	6	0.13136173590904576
1102	7	0.1846959591025623
1102	8	0.16341469707325018
1102	9	0.1764559419684204
1102	10	0.15072857113774063
1102	11	0.16594630177681324
1102	12	0.12213141282273199
1102	13	0.14611571194519257
1102	14	0.12811114740647156
1102	15	0.12165273216824346
1102	16	0.1443766822080761
1102	17	0.037848267355514054
1102	18	0.11069000220154379
1102	19	0.11251587315788214
1102	20	0.06290084816727415
1102	21	0.05551984051026437
1102	22	0.10189300811218516
1102	23	0.099576998542652
1102	24	0.11217452458711108
1102	25	-0.017395557091838043
1102	26	0.015781183378926755
1102	27	0.09878920451559736
1102	28	0.028355767485159333
1102	29	0.06816285905632924
1102	30	0.05787572647422934
1102	31	0.025244328635515956
1102	32	0.048372768762867224
1102	33	0.06058307068491331
1102	34	-0.0057507504659923825
1102	35	-0.035792982781536864
1102	36	0.12133341836866407
1102	37	0.033478272581042745
1102	38	0.09908623228069047
1102	39	0.20078701785322295
1102	40	0.08947125812976964
1102	41	0.1325452008094672
1102	42	0.0429872838657559
1102	43	0.008952550810946036
1102	44	0.08264854255329368
1102	45	0.02374650375355003
1102	46	0.030426153301448267
1102	47	0.07909891433080674
1102	48	0.08647798970570619
1102	49	0.08375322154699205
1103	1	0.14503279499614052
1103	2	0.15594638390832216
1103	3	0.11395749086309337
1103	4	0.07754195820478316
1103	5	0.10616442590838915
1103	6	0.15272480800505406
1103	7	0.056303842430722284
1103	8	0.13779469103970854
1103	9	0.09263575155788573
1103	10	0.13061641597163032
1103	11	0.04629221700578512
1103	12	0.1000669602668367
1103	13	0.11408123859214214
1103	14	0.14016526468497403
1103	15	0.12666061083309188
1103	16	0.16636628922195484
1103	17	0.19980302451901366
1103	18	0.14018570932697116
1103	19	0.1525426784863413
1103	20	0.15755199078449067
1103	21	0.22161169910621226
1103	22	0.12816601772863123
1103	23	0.1868579159629178
1103	24	0.183422817780432
1103	25	0.1689009729537716
1103	26	0.0809852322896134
1103	27	0.1457148887781443
1103	28	0.1568958261415716
1103	29	0.08316743563983664
1103	30	0.13192500289824238
1103	31	0.08333909333666156
1103	32	0.13810539406647848
1103	33	0.0527589499639447
1103	34	0.09707879335893921
1103	35	0.15316906968453026
1103	36	0.1654749663021704
1103	37	0.09873789354914919
1103	38	0.13579647571497588
1103	39	0.1485553082055162
1103	40	0.036507442538983526
1103	41	0.10958159816257051
1103	42	0.03488816726159172
1103	43	0.12068265704060366
1103	44	0.15261892214520856
1103	45	0.11901827803892928
1103	46	0.10251191032570972
1103	47	0.001829873143002203
1103	48	0.07368478880989215
1103	49	0.16269408851466238
1104	1	0.012861576725242685
1104	2	0.07078851958198129
1104	3	0.08218182585746092
1104	4	0.06555147946124151
1104	5	0.021934714145970702
1104	6	-0.0022108439316994577
1104	7	0.08803420364760939
1104	8	0.08519263498134677
1104	9	0.05882940017809801
1104	10	-0.01418843526418101
1104	11	0.06483805139390597
1104	12	0.04309250312736168
1104	13	0.031802952298100706
1104	14	0.04054675636713512
1104	15	0.07537622977019964
1104	16	0.12903232496531558
1104	17	0.10305530703931964
1104	18	0.03476380846827709
1104	19	0.06760601208460315
1104	20	0.07773556438920792
1104	21	0.16110707479347752
1104	22	0.0932609199436385
1104	23	0.10622921812664998
1104	24	0.13732403148053862
1104	25	0.1296466544571544
1104	26	0.15635723473469199
1104	27	0.1570117180206836
1104	28	0.13006518573438797
1104	29	0.030617201230029423
1104	30	0.14858456451051438
1104	31	0.13218691395189097
1104	32	0.11577672440518683
1104	33	0.06948402694774103
1104	34	0.09707439458072997
1104	35	0.06516257420719285
1104	36	0.06924849108718689
1104	37	0.11234040793014799
1104	38	0.14306869231682384
1104	39	0.20394273901543158
1104	40	0.1012463338624272
1104	41	0.19366062716103727
1104	42	0.15123389755048322
1104	43	0.1312094773083885
1104	44	0.23119677901694757
1104	45	0.2137542979808842
1104	46	0.15829632957352402
1104	47	0.09951070152671804
1104	48	0.11693824433773159
1104	49	0.08898031146878083
1105	1	0.03292208271836472
1105	2	0.03420876011078633
1105	3	-0.020249989346446284
1105	4	0.04304931106857168
1105	5	0.05883291986634731
1105	6	0.03495657205966296
1105	7	0.06153897732689728
1105	8	-0.029283908194791763
1105	9	0.027142531353192112
1105	10	0.040778811757348876
1105	11	-0.0017250924418661384
1105	12	0.005523080398106117
1105	13	0.009193509761914243
1105	14	0.05800438730067725
1105	15	0.014724216802449064
1105	16	-0.04356968193334865
1105	17	0.09064554955364201
1105	18	0.09346382591188274
1105	19	0.0853826519642169
1105	20	0.06280319653656363
1105	21	0.053965526782164375
1105	22	0.18970363056711648
1105	23	0.09953083411173935
1105	24	0.03204685904850635
1105	25	0.11674100023761014
1105	26	0.06016251267077877
1105	27	0.08670917197800776
1105	28	0.1078575489729161
1105	29	0.013878053844443627
1105	30	0.041661342893952735
1105	31	-0.006689533083459764
1105	32	0.0791450360492334
1105	33	0.08099415267834331
1105	34	0.07081690769759774
1105	35	0.08620092682361502
1105	36	0.06344182087821082
1105	37	0.04737681039990349
1105	38	-0.024181263270314446
1105	39	0.05116301636068954
1105	40	0.06567870533240949
1105	41	-0.12447240081544919
1105	42	0.04101487984241459
1105	43	0.003290869002498198
1105	44	-0.03921428714093622
1105	45	0.051151977579664276
1105	46	-0.14400948171883954
1105	47	0.034961771414472764
1105	48	-0.11780840942441984
1105	49	-0.04152642119954919
1106	1	-0.12596744617776778
1106	2	-0.23076578411467352
1106	3	-0.13274410330692632
1106	4	-0.18590916295302407
1106	5	-0.1147837796803941
1106	6	-0.22989153604908807
1106	7	-0.09664575943262577
1106	8	-0.13998232045668146
1106	9	-0.2000038463407421
1106	10	-0.17537631477978266
1106	11	-0.15395736075516453
1106	12	-0.17617206746808023
1106	13	-0.1415547178620642
1106	14	-0.26794120658975373
1106	15	-0.0871115253521566
1106	16	-0.18352460720864627
1106	17	-0.10785117097755403
1106	18	-0.0652191669429314
1106	19	-0.1759005343463116
1106	20	-0.1916955229045314
1106	21	-0.22596847165592493
1106	22	-0.17620372216461533
1106	23	-0.1827437051533778
1106	24	-0.19591248613835432
1106	25	-0.2383844045120469
1106	26	-0.15579446462069058
1106	27	-0.10228620168878422
1106	28	-0.1308733652705314
1106	29	-0.14698747577798343
1106	30	-0.19476682105121768
1106	31	-0.1897250488622575
1106	32	-0.17903898951156094
1106	33	-0.3172834583852264
1106	34	-0.10973798946295688
1106	35	-0.17710633396014686
1106	36	-0.2921807278929691
1106	37	-0.14456785540035355
1106	38	-0.17409699041053983
1106	39	-0.15015030183182887
1106	40	-0.2809258816235314
1106	41	-0.2375006085842557
1106	42	-0.24651727672438994
1106	43	-0.20384375609221905
1106	44	-0.06035627469247373
1106	45	-0.25414283216067446
1106	46	-0.15450562674300272
1106	47	-0.21542377418391823
1106	48	-0.11109283344631393
1106	49	-0.08458923399063423
1107	1	-0.14823916589809016
1107	2	-0.14203304167313746
1107	3	-0.1488355597180444
1107	4	-0.1267424725458639
1107	5	-0.10771287949879849
1107	6	-0.14008572165805333
1107	7	-0.35689024858550056
1107	8	-0.31048139186000867
1107	9	-0.3111603970265051
1107	10	-0.22968292036779303
1107	11	-0.19850630938988445
1107	12	-0.15795942209238234
1107	13	-0.17389069114148015
1107	14	-0.3211116821403692
1107	15	-0.22674759695244973
1107	16	-0.21668076718935936
1107	17	-0.31257416657839343
1107	18	-0.21032354438565903
